feature_name,importance
CTDD_190,0
CTDD_189,0
CTDD_186,0
3_framed_TDE.CGG,0
CTDD_159,0
3_framed_TDE.CGT,0
3_framed_TDE.GCC,0
CTDD_123,0
CTDD_124,0
CTDD_125,0
AAC_M,0
3_framed_TDE.TTT,0
2_framed_TDE.AAT,0
CTDT_20,0
3_framed_TDE.TTA,0
3_framed_TDE.TGT,0
1_framed_AGT,0
CTDD_187,0
3_framed_TDE.TCC,0
3_framed_TDE.TAG,0
CTDD_147,0
CTDD_148,0
CTDD_149,0
CTDD_150,0
2_framed_TDE.ACG,0
1_framed_TDE.AGT,0
DPC_CG,0
DPC_PS,0
DPC_CI,0
DPC_VS,0
DPC_TK,0
DPC_MI,0
DPC_TN,0
DPC_TP,0
DPC_MH,0
DPC_TR,0
DPC_TW,0
DPC_TY,0
DPC_MF,0
DPC_VD,0
DPC_VE,0
DPC_VI,0
DPC_VK,0
DPC_VN,0
DPC_VV,0
DPC_YI,0
DPC_VW,0
DPC_VY,0
DPC_WC,0
DPC_WD,0
DPC_WH,0
DPC_WI,0
DPC_WN,0
DPC_WQ,0
DPC_KW,0
DPC_KV,0
DPC_KT,0
DPC_WW,0
DPC_WY,0
DPC_YC,0
DPC_TI,0
DPC_TH,0
DPC_TF,0
DPC_TD,0
DPC_QD,0
DPC_QF,0
DPC_QG,0
DPC_QH,0
DPC_QI,0
DPC_QM,0
DPC_QN,0
2_framed_TTT,0
DPC_PD,0
DPC_RD,0
DPC_NW,0
DPC_RI,0
DPC_RL,0
DPC_RM,0
DPC_RN,0
DPC_NT,0
DPC_NR,0
DPC_NQ,0
DPC_SA,0
DPC_NL,0
DPC_SG,0
DPC_NF,0
DPC_NC,0
DPC_NA,0
DPC_MW,0
DPC_MV,0
DPC_MS,0
DPC_SW,0
DPC_MN,0
DPC_KP,0
DPC_YM,0
DPC_CK,0
DPC_ED,0
DPC_GG,0
DPC_GD,0
2_framed_CCC,0
DPC_FQ,0
DPC_FN,0
DPC_FM,0
DPC_FK,0
DPC_FH,0
DPC_FC,0
DPC_EY,0
DPC_EW,0
DPC_ER,0
DPC_EI,0
DPC_EF,0
DPC_EC,0
DPC_YN,0
DPC_DY,0
DPC_DW,0
DPC_DV,0
2_framed_ACG,0
DPC_DR,0
DPC_DQ,0
DPC_DP,0
DPC_DM,0
DPC_DH,0
DPC_DG,0
DPC_DA,0
DPC_CY,0
DPC_CT,0
DPC_CR,0
DPC_GI,0
DPC_GK,0
DPC_GQ,0
DPC_GT,0
DPC_KM,0
DPC_YW,0
DPC_KH,0
DPC_KD,0
DPC_KC,0
DPC_KA,0
DPC_IY,0
DPC_IV,0
DPC_IT,0
DPC_IR,0
DPC_IP,0
DPC_ID,0
DPC_IC,0
CTDC_25,0
DPC_HW,0
DPC_HT,0
DPC_HS,0
DPC_HR,0
CTDC_30,0
DPC_HN,0
DPC_HM,0
CTDC_35,0
DPC_HI,0
DPC_HH,0
CTDC_38,0
2_framed_CGT,0
DPC_HF,0
DPC_HD,0
DPC_GW,0
DPC_NY,0
