feature_name,importance
DPC_NQ,2
2_framed_GAC,1
1_framed_CAT,1
DPC_CD,1
DPC_CE,1
3_framed_ACC,1
DPC_CQ,1
2_framed_AAC,1
DPC_CS,1
DPC_DF,1
CTDC_29,1
DPC_DG,1
DPC_EH,1
1_framed_TCG,1
2_framed_AGT,1
DPC_DT,1
DPC_EM,1
CTDD_4,1
2_framed_TDE.TGG,1
DPC_AS,1
1_framed_TDE.CGA,1
2_framed_TDE.GCG,1
2_framed_TDE.CCA,1
3_framed_TDE.AAC,1
1_framed_TDE.TCT,1
1_framed_TDE.TCC,1
1_framed_TDE.TAT,1
3_framed_TDE.ATT,1
3_framed_TDE.CAT,1
3_framed_TDE.CCC,1
1_framed_TDE.TAC,1
1_framed_TDE.GTG,1
3_framed_TDE.GAC,1
1_framed_TDE.GGA,1
3_framed_TDE.GAT,1
1_framed_TDE.CAA,1
3_framed_ATC,1
3_framed_TDE.GGT,1
2_framed_CG.gap1,1
3_framed_TDE.GTG,1
3_framed_TGC,1
3_framed_TAG,1
3_framed_GGT,1
3_framed_TDE.TTC,1
3_framed_TDE.TTG,1
3_framed_CGC,1
2_framed_TDE.GGG,1
DPC_AG,1
DPC_AK,1
DPC_AL,1
3_framed_CAA,1
2_framed_TDE.ACG,1
DPC_NA,1
DPC_GH,1
DPC_SG,1
DPC_HR,1
DPC_YY,1
DPC_VC,1
DPC_VF,1
DPC_LY,1
DPC_PV,1
DPC_HE,1
DPC_KC,1
DPC_VY,1
DPC_WA,1
DPC_KE,1
DPC_RN,1
DPC_WH,1
DPC_QQ,1
DPC_QR,1
DPC_KV,1
DPC_YA,1
DPC_KT,1
DPC_WL,1
DPC_WT,1
DPC_GY,1
DPC_GK,1
DPC_VE,1
DPC_RD,1
DPC_TC,1
DPC_NT,1
DPC_FH,1
DPC_ID,1
DPC_MR,1
DPC_IA,1
DPC_GD,1
DPC_NH,1
DPC_FQ,1
DPC_GF,1
DPC_PA,1
DPC_GE,1
DPC_HY,1
DPC_FK,1
DPC_KG,0
2_framed_TDE.ACT,0
DPC_RL,0
1_framed_TDE.AGC,0
CTDD_125,0
1_framed_TDE.CGT,0
CTDD_124,0
1_framed_TDE.ACC,0
DPC_RI,0
1_framed_TDE.AAC,0
CTDD_123,0
DPC_RH,0
CTDD_122,0
DPC_KD,0
DPC_SH,0
1_framed_TDE.CTA,0
DPC_RF,0
CTDD_137,0
DPC_SE,0
DPC_IM,0
DPC_IR,0
DPC_SA,0
DPC_RY,0
1_framed_TDE.GGG,0
DPC_IT,0
DPC_SM,0
DPC_SY,0
1_framed_TDE.GCC,0
1_framed_TDE.GAC,0
CTDD_147,0
CTDD_148,0
CTDD_149,0
CTDD_150,0
DPC_RV,0
2_framed_TDE.AAC,0
DPC_KA,0
3_framed_GAT,0
DPC_KP,0
DPC_NW,0
DPC_ME,0
DPC_PH,0
2_framed_CGT,0
